Comunas;etnia;etnia2;frec;n;perc;lat;long
TILTIL;Aymara;Aymara;86;156754;0.00054863;-33.085;-70.925
SAN BERNARDO;Aymara;Aymara;550;156754;0.003508682;-33.582;-70.687
BUIN;Aymara;Aymara;139;156754;0.00088674;-33.728;-70.739
CALERA DE TANGO;Aymara;Aymara;38;156754;0.000242418;-33.628;-70.785
PAINE;Aymara;Aymara;128;156754;0.000816566;-33.812;-70.723
MELIPILLA;Aymara;Aymara;137;156754;0.000873981;-33.689;-71.208
ALHUÉ;Aymara;Aymara;12;156754;7.66E-05;-34.033;-71.1
CURACAVÍ;Aymara;Aymara;68;156754;0.000433801;-33.399;-71.137
MARÍA PINTO;Aymara;Aymara;9;156754;5.74E-05;-33.515;-71.119
SAN PEDRO;Aymara;Aymara;39;156754;0.000248797;-33.9;-71.467
TALAGANTE;Aymara;Aymara;140;156754;0.000893119;-33.667;-70.931
EL MONTE;Aymara;Aymara;66;156754;0.000421042;-33.684;-71.017
ISLA DE MAIPO;Aymara;Aymara;66;156754;0.000421042;-33.754;-70.886
PADRE HURTADO;Aymara;Aymara;138;156754;0.00088036;-33.576;-70.8
PEÑAFLOR;Aymara;Aymara;119;156754;0.000759151;-36.233;-72.333
VALDIVIA;Aymara;Aymara;139;156754;0.00088674;-39.8;-73.233
CORRAL;Aymara;Aymara;7;156754;4.47E-05;-39.867;-73.433
LANCO;Aymara;Aymara;8;156754;5.10E-05;-39.447;-72.772
LOS LAGOS;Aymara;Aymara;1;156754;6.38E-06;-41.92;-72.142
MARIQUINA;Aymara;Aymara;17;156754;0.00010845;-40.133;-72.333
PAILLACO;Aymara;Aymara;25;156754;0.000159486;-40.068;-72.883
PANGUIPULLI;Aymara;Aymara;22;156754;0.000140347;-39.642;-72.34
LA UNIÓN;Aymara;Aymara;33;156754;0.000210521;-40.292;-73.088
FUTRONO;Aymara;Aymara;3;156754;1.91E-05;-40.131;-72.396
LAGO RANCO;Aymara;Aymara;5;156754;3.19E-05;-40.317;-72.5
RÍO BUENO;Aymara;Aymara;6;156754;3.83E-05;-40.338;-72.957
ARICA;Aymara;Aymara;56827;156754;0.362523444;-18.455;-70.29
CAMARONES;Aymara;Aymara;790;156754;0.005039744;-19.017;-69.867
PUTRE;Aymara;Aymara;1325;156754;0.008452735;-18.2;-69.583
GENERAL LAGOS;Aymara;Aymara;490;156754;0.003125917;-17.653;-69.635
CHILLÁN;Aymara;Aymara;246;156754;0.001569338;-36.601;-72.109
BULNES;Aymara;Aymara;16;156754;0.000102071;-36.739;-72.292
CHILLÁN VIEJO;Aymara;Aymara;43;156754;0.000274315;-36.633;-72.14
EL CARMEN;Aymara;Aymara;5;156754;3.19E-05;-36.9;-72.033
PEMUCO;Aymara;Aymara;1;156754;6.38E-06;-36.978;-72.091
PINTO;Aymara;Aymara;4;156754;2.55E-05;-36.7;-71.9
QUILLÓN;Aymara;Aymara;11;156754;7.02E-05;-36.738;-72.469
SAN IGNACIO;Aymara;Aymara;3;156754;1.91E-05;-36.8;-72.033
YUNGAY;Aymara;Aymara;35;156754;0.00022328;-24.07;-69.914
QUIRIHUE;Aymara;Aymara;1;156754;6.38E-06;-36.281;-72.545
COBQUECURA;Aymara;Aymara;1;156754;6.38E-06;-36.133;-72.783
COELEMU;Aymara;Aymara;13;156754;8.29E-05;-36.485;-72.694
NINHUE;Aymara;Aymara;3;156754;1.91E-05;-36.401;-72.397
SAN CARLOS;Aymara;Aymara;20;156754;0.000127588;-36.422;-71.959
COIHUECO;Aymara;Aymara;18;156754;0.00011483;-35.783;-72.433
ÑIQUÉN;Aymara;Aymara;1;156754;6.38E-06;-36.287;-71.899
SAN FABIÁN;Aymara;Aymara;7;156754;4.47E-05;-36.554;-71.549
SAN NICOLÁS;Aymara;Aymara;1;156754;6.38E-06;-36.883;-72.483
IQUIQUE;RapaNui;Rapa Nui;49;9399;0.005213321;-20.244;-70.139
ALTO HOSPICIO;RapaNui;Rapa Nui;29;9399;0.003085435;-20.257;-70.022
POZO ALMONTE;RapaNui;Rapa Nui;2;9399;0.000212789;-20.291;-69.696
HUARA;RapaNui;Rapa Nui;1;9399;0.000106394;-19.809;-69.972
PICA;RapaNui;Rapa Nui;3;9399;0.000319183;-20.483;-69.378
ANTOFAGASTA;RapaNui;Rapa Nui;67;9399;0.007128418;-23.651;-70.395
MEJILLONES;RapaNui;Rapa Nui;9;9399;0.000957549;-23.11;-70.456
SIERRA GORDA;RapaNui;Rapa Nui;3;9399;0.000319183;-22.898;-69.323
TALTAL;RapaNui;Rapa Nui;1;9399;0.000106394;-25.41;-70.489
CALAMA;RapaNui;Rapa Nui;15;9399;0.001595914;-22.474;-68.924
SAN PEDRO DE ATACAMA;RapaNui;Rapa Nui;4;9399;0.000425577;-22.92;-68.21
TOCOPILLA;RapaNui;Rapa Nui;4;9399;0.000425577;-22.082;-70.189
COPIAPÓ;RapaNui;Rapa Nui;43;9399;0.004574955;-27.375;-70.329
CALDERA;RapaNui;Rapa Nui;2;9399;0.000212789;-27.066;-70.826
DIEGO DE ALMAGRO;RapaNui;Rapa Nui;1;9399;0.000106394;-26.39;-70.052
VALLENAR;RapaNui;Rapa Nui;3;9399;0.000319183;-28.577;-70.77
ALTO DEL CARMEN;RapaNui;Rapa Nui;2;9399;0.000212789;-28.749;-70.491
FREIRINA;RapaNui;Rapa Nui;2;9399;0.000212789;-28.506;-71.076
HUASCO;RapaNui;Rapa Nui;2;9399;0.000212789;-28.456;-71.186
LA SERENA;RapaNui;Rapa Nui;54;9399;0.005745292;-29.907;-71.247
COQUIMBO;RapaNui;Rapa Nui;47;9399;0.005000532;-29.971;-71.307
ANDACOLLO;RapaNui;Rapa Nui;3;9399;0.000319183;-30.23;-71.086
PAIGUANO;RapaNui;Rapa Nui;6;9399;0.000638366;-30.038;-70.507
VICUÑA;RapaNui;Rapa Nui;3;9399;0.000319183;-30.019;-70.715
ILLAPEL;RapaNui;Rapa Nui;2;9399;0.000212789;-31.639;-71.179
CANELA;RapaNui;Rapa Nui;1;9399;0.000106394;-31.396;-71.419
LOS VILOS;RapaNui;Rapa Nui;4;9399;0.000425577;-31.915;-71.506
SALAMANCA;RapaNui;Rapa Nui;14;9399;0.00148952;-31.78;-70.967
OVALLE;RapaNui;Rapa Nui;12;9399;0.001276732;-30.599;-71.189
COMBARBALÁ;RapaNui;Rapa Nui;1;9399;0.000106394;-31.18;-71.004
MONTE PATRIA;RapaNui;Rapa Nui;1;9399;0.000106394;-30.775;-70.943
PUNITAQUI;RapaNui;Rapa Nui;1;9399;0.000106394;-30.833;-71.26
VALPARAÍSO;RapaNui;Rapa Nui;189;9399;0.020108522;-33.05;-71.616
CASABLANCA;RapaNui;Rapa Nui;15;9399;0.001595914;-33.325;-71.41
CONCÓN;RapaNui;Rapa Nui;22;9399;0.002340675;-32.96;-71.469
JUAN FERNÁNDEZ;RapaNui;Rapa Nui;1;9399;0.000106394;-33.633;-78.867
PUCHUNCAVÍ;RapaNui;Rapa Nui;6;9399;0.000638366;-32.748;-71.398
QUINTERO;RapaNui;Rapa Nui;20;9399;0.002127886;-32.845;-71.467
VIÑA DEL MAR;RapaNui;Rapa Nui;287;9399;0.030535163;-33.025;-71.515
ISLA DE PASCUA;RapaNui;Rapa Nui;3512;9399;0.373656772;-27.121;-109.366
LOS ANDES;RapaNui;Rapa Nui;39;9399;0.004149378;-32.837;-70.597
CALLE LARGA;RapaNui;Rapa Nui;8;9399;0.000851154;-35.617;-71.683
RINCONADA;RapaNui;Rapa Nui;2;9399;0.000212789;-19.883;-68.867
SAN ESTEBAN;RapaNui;Rapa Nui;8;9399;0.000851154;-32.805;-70.581
LA LIGUA;RapaNui;Rapa Nui;9;9399;0.000957549;-34.583;-72
CABILDO;RapaNui;Rapa Nui;4;9399;0.000425577;-32.409;-71.08
PETORCA;RapaNui;Rapa Nui;8;9399;0.000851154;-32.29;-70.95
ZAPALLAR;RapaNui;Rapa Nui;3;9399;0.000319183;-32.568;-71.438
QUILLOTA;RapaNui;Rapa Nui;30;9399;0.003191829;-32.915;-71.264
CALERA;RapaNui;Rapa Nui;20;9399;0.002127886;-32.784;-71.204
HIJUELAS;RapaNui;Rapa Nui;1;9399;0.000106394;-32.855;-71.094
LA CRUZ;RapaNui;Rapa Nui;5;9399;0.000531971;-32.824;-71.244
NOGALES;RapaNui;Rapa Nui;2;9399;0.000212789;-32.736;-71.208
SAN ANTONIO;RapaNui;Rapa Nui;26;9399;0.002766252;-27.867;-70.05
ALGARROBO;RapaNui;Rapa Nui;8;9399;0.000851154;-30.503;-71.083
CARTAGENA;RapaNui;Rapa Nui;15;9399;0.001595914;-34.167;-71.75
EL QUISCO;RapaNui;Rapa Nui;5;9399;0.000531971;-33.409;-71.649
EL TABO;RapaNui;Rapa Nui;10;9399;0.001063943;-33.48;-71.621
SANTO DOMINGO;RapaNui;Rapa Nui;5;9399;0.000531971;-33.708;-71.63
SAN FELIPE;RapaNui;Rapa Nui;23;9399;0.002447069;-32.75;-70.713
CATEMU;RapaNui;Rapa Nui;13;9399;0.001383126;-32.781;-70.969
LLAILLAY;RapaNui;Rapa Nui;6;9399;0.000638366;-32.844;-70.957
PUTAENDO;RapaNui;Rapa Nui;4;9399;0.000425577;-32.628;-70.716
SANTA MARÍA;RapaNui;Rapa Nui;8;9399;0.000851154;-38.817;-71.667
QUILPUÉ;RapaNui;Rapa Nui;139;9399;0.014788807;-33.125;-71.241
LIMACHE;RapaNui;Rapa Nui;23;9399;0.002447069;-33.003;-71.261
OLMUÉ;RapaNui;Rapa Nui;15;9399;0.001595914;-33.009;-71.17
VILLA ALEMANA;RapaNui;Rapa Nui;75;9399;0.007979572;-33.066;-71.329
RANCAGUA;RapaNui;Rapa Nui;82;9399;0.008724332;-34.162;-70.741
CODEGUA;RapaNui;Rapa Nui;2;9399;0.000212789;-34.033;-70.667
COINCO;RapaNui;Rapa Nui;2;9399;0.000212789;-34.273;-70.953
COLTAUCO;RapaNui;Rapa Nui;3;9399;0.000319183;-34.297;-71.092
DOÑIHUE;RapaNui;Rapa Nui;7;9399;0.00074476;-34.185;-70.884
GRANEROS;RapaNui;Rapa Nui;10;9399;0.001063943;-34.063;-70.721
LAS CABRAS;RapaNui;Rapa Nui;3;9399;0.000319183;-34.285;-71.31
MACHALÍ;RapaNui;Rapa Nui;10;9399;0.001063943;-34.185;-70.662
MALLOA;RapaNui;Rapa Nui;2;9399;0.000212789;-34.445;-70.945
MOSTAZAL;RapaNui;Rapa Nui;9;9399;0.000957549;-33.977;-70.709
OLIVAR;RapaNui;Rapa Nui;4;9399;0.000425577;-34.214;-70.819
PICHIDEGUA;RapaNui;Rapa Nui;3;9399;0.000319183;-34.357;-71.287
QUINTA DE TILCOCO;RapaNui;Rapa Nui;7;9399;0.00074476;-34.357;-70.969
RENGO;RapaNui;Rapa Nui;11;9399;0.001170337;-34.402;-70.856
REQUÍNOA;RapaNui;Rapa Nui;7;9399;0.00074476;-34.283;-70.806
SAN VICENTE;RapaNui;Rapa Nui;13;9399;0.001383126;-34.083;-71.75
PICHILEMU;RapaNui;Rapa Nui;6;9399;0.000638366;-34.402;-72.009
LA ESTRELLA;RapaNui;Rapa Nui;2;9399;0.000212789;-34.2;-71.667
LITUECHE;RapaNui;Rapa Nui;1;9399;0.000106394;-34.119;-71.728
MARCHIHUE;RapaNui;Rapa Nui;2;9399;0.000212789;-34.4;-71.633
PAREDONES;RapaNui;Rapa Nui;2;9399;0.000212789;-34.661;-71.894
SAN FERNANDO;RapaNui;Rapa Nui;27;9399;0.002872646;-34.584;-70.987
CHÉPICA;RapaNui;Rapa Nui;2;9399;0.000212789;-34.733;-71.283
CHIMBARONGO;RapaNui;Rapa Nui;11;9399;0.001170337;-34.708;-71.042
LOLOL;RapaNui;Rapa Nui;1;9399;0.000106394;-34.731;-71.636
NANCAGUA;RapaNui;Rapa Nui;4;9399;0.000425577;-34.649;-71.203
PALMILLA;RapaNui;Rapa Nui;3;9399;0.000319183;-34.604;-71.358
PERALILLO;RapaNui;Rapa Nui;2;9399;0.000212789;-34.483;-71.483
PLACILLA;RapaNui;Rapa Nui;3;9399;0.000319183;-34.633;-71.117
SANTA CRUZ;RapaNui;Rapa Nui;12;9399;0.001276732;-34.631;-71.359
TALCA;RapaNui;Rapa Nui;37;9399;0.003936589;-35.423;-71.657
CONSTITUCIÓN;RapaNui;Rapa Nui;9;9399;0.000957549;-35.339;-72.414
EMPEDRADO;RapaNui;Rapa Nui;1;9399;0.000106394;-35.591;-72.273
MAULE;RapaNui;Rapa Nui;5;9399;0.000531971;-35.516;-71.572
PELARCO;RapaNui;Rapa Nui;1;9399;0.000106394;-35.378;-71.445
PENCAHUE;RapaNui;Rapa Nui;2;9399;0.000212789;-35.391;-71.8
RÍO CLARO;RapaNui;Rapa Nui;2;9399;0.000212789;-35.217;-71.25
SAN CLEMENTE;RapaNui;Rapa Nui;13;9399;0.001383126;-35.534;-71.486
SAN RAFAEL;RapaNui;Rapa Nui;2;9399;0.000212789;-35.317;-71.533
CAUQUENES;RapaNui;Rapa Nui;4;9399;0.000425577;-35.964;-72.317
CHANCO;RapaNui;Rapa Nui;1;9399;0.000106394;-35.729;-72.53
PELLUHUE;RapaNui;Rapa Nui;1;9399;0.000106394;-35.814;-72.574
CURICÓ;RapaNui;Rapa Nui;36;9399;0.003830195;-34.976;-71.224
HUALAÑÉ;RapaNui;Rapa Nui;3;9399;0.000319183;-34.983;-71.817
LICANTÉN;RapaNui;Rapa Nui;1;9399;0.000106394;-34.983;-72
MOLINA;RapaNui;Rapa Nui;8;9399;0.000851154;-35.09;-71.279
RAUCO;RapaNui;Rapa Nui;2;9399;0.000212789;-34.929;-71.311
ROMERAL;RapaNui;Rapa Nui;4;9399;0.000425577;-34.967;-71.133
SAGRADA FAMILIA;RapaNui;Rapa Nui;1;9399;0.000106394;-35;-71.383
TENO;RapaNui;Rapa Nui;5;9399;0.000531971;-34.873;-71.162
VICHUQUÉN;RapaNui;Rapa Nui;1;9399;0.000106394;-34.823;-72.035
LINARES;RapaNui;Rapa Nui;13;9399;0.001383126;-35.85;-71.585
COLBÚN;RapaNui;Rapa Nui;2;9399;0.000212789;-35.7;-71.417
LONGAVÍ;RapaNui;Rapa Nui;4;9399;0.000425577;-35.966;-71.682
PARRAL;RapaNui;Rapa Nui;5;9399;0.000531971;-36.147;-71.822
RETIRO;RapaNui;Rapa Nui;10;9399;0.001063943;-36.046;-71.759
SAN JAVIER;RapaNui;Rapa Nui;5;9399;0.000531971;-35.05;-71.467
VILLA ALEGRE;RapaNui;Rapa Nui;2;9399;0.000212789;-35.665;-71.742
YERBAS BUENAS;RapaNui;Rapa Nui;4;9399;0.000425577;-35.75;-71.583
CONCEPCIÓN;RapaNui;Rapa Nui;54;9399;0.005745292;-36.815;-73.029
CORONEL;RapaNui;Rapa Nui;49;9399;0.005213321;-36.982;-73.157
CHIGUAYANTE;RapaNui;Rapa Nui;16;9399;0.001702309;-36.909;-73.028
FLORIDA;RapaNui;Rapa Nui;1;9399;0.000106394;-36.821;-72.662
HUALQUI;RapaNui;Rapa Nui;2;9399;0.000212789;-36.967;-72.933
LOTA;RapaNui;Rapa Nui;7;9399;0.00074476;-37.089;-73.155
PENCO;RapaNui;Rapa Nui;8;9399;0.000851154;-36.742;-72.998
SAN PEDRO DE LA PAZ;RapaNui;Rapa Nui;29;9399;0.003085435;-36.864;-73.108
SANTA JUANA;RapaNui;Rapa Nui;1;9399;0.000106394;-36.446;-72.352
TALCAHUANO;RapaNui;Rapa Nui;37;9399;0.003936589;-36.736;-73.105
TOMÉ;RapaNui;Rapa Nui;11;9399;0.001170337;-36.624;-72.95
HUALPÉN;RapaNui;Rapa Nui;20;9399;0.002127886;-36.789;-73.11
LEBU;RapaNui;Rapa Nui;4;9399;0.000425577;-37.606;-73.643
ARAUCO;RapaNui;Rapa Nui;2;9399;0.000212789;-37.257;-73.284
CURANILAHUE;RapaNui;Rapa Nui;7;9399;0.00074476;-37.472;-73.348
LOS ÁLAMOS;RapaNui;Rapa Nui;2;9399;0.000212789;-37.621;-73.456
LOS ÁNGELES;RapaNui;Rapa Nui;36;9399;0.003830195;-36.944;-72.351
ANTUCO;RapaNui;Rapa Nui;1;9399;0.000106394;-37.327;-71.678
CABRERO;RapaNui;Rapa Nui;7;9399;0.00074476;-37.039;-72.399
LAJA;RapaNui;Rapa Nui;2;9399;0.000212789;-37.267;-72.7
NACIMIENTO;RapaNui;Rapa Nui;25;9399;0.002659857;-37.501;-72.676
NEGRETE;RapaNui;Rapa Nui;3;9399;0.000319183;-37.583;-72.517
QUILLECO;RapaNui;Rapa Nui;1;9399;0.000106394;-37.467;-71.967
SANTA BÁRBARA;RapaNui;Rapa Nui;3;9399;0.000319183;-37.663;-72.018
TUCAPEL;RapaNui;Rapa Nui;5;9399;0.000531971;-37.633;-73.333
YUMBEL;RapaNui;Rapa Nui;1;9399;0.000106394;-37.096;-72.556
TEMUCO;RapaNui;Rapa Nui;58;9399;0.006170869;-38.727;-72.599
CARAHUE;RapaNui;Rapa Nui;2;9399;0.000212789;-38.707;-73.16
CUNCO;RapaNui;Rapa Nui;1;9399;0.000106394;-38.93;-72.027
FREIRE;RapaNui;Rapa Nui;1;9399;0.000106394;-38.954;-72.622
GALVARINO;RapaNui;Rapa Nui;3;9399;0.000319183;-38.4;-72.783
GORBEA;RapaNui;Rapa Nui;1;9399;0.000106394;-39.095;-72.672
LAUTARO;RapaNui;Rapa Nui;4;9399;0.000425577;-38.529;-72.427
LONCOCHE;RapaNui;Rapa Nui;4;9399;0.000425577;-39.354;-72.628
NUEVA IMPERIAL;RapaNui;Rapa Nui;1;9399;0.000106394;-38.745;-72.95
PADRE LAS CASAS;RapaNui;Rapa Nui;19;9399;0.002021492;-38.766;-72.593
PITRUFQUÉN;RapaNui;Rapa Nui;4;9399;0.000425577;-38.983;-72.643
PUCÓN;RapaNui;Rapa Nui;10;9399;0.001063943;-39.282;-71.954
SAAVEDRA;RapaNui;Rapa Nui;3;9399;0.000319183;-38.783;-73.4
TEODORO SCHMIDT;RapaNui;Rapa Nui;4;9399;0.000425577;-38.967;-73.05
TOLTÉN;RapaNui;Rapa Nui;1;9399;0.000106394;-39.217;-73.217
VILCÚN;RapaNui;Rapa Nui;11;9399;0.001170337;-38.65;-72.233
VILLARRICA;RapaNui;Rapa Nui;14;9399;0.00148952;-39.28;-72.218
ANGOL;RapaNui;Rapa Nui;6;9399;0.000638366;-37.803;-72.702
CURACAUTÍN;RapaNui;Rapa Nui;1;9399;0.000106394;-38.432;-71.89
PURÉN;RapaNui;Rapa Nui;1;9399;0.000106394;-38.022;-73.07
RENAICO;RapaNui;Rapa Nui;6;9399;0.000638366;-37.667;-72.583
TRAIGUÉN;RapaNui;Rapa Nui;2;9399;0.000212789;-38.248;-72.675
VICTORIA;RapaNui;Rapa Nui;4;9399;0.000425577;-38.23;-72.343
PUERTO MONTT;RapaNui;Rapa Nui;73;9399;0.007766784;-41.454;-72.993
CALBUCO;RapaNui;Rapa Nui;15;9399;0.001595914;-41.758;-73.151
COCHAMÓ;RapaNui;Rapa Nui;5;9399;0.000531971;-41.5;-72.317
FRESIA;RapaNui;Rapa Nui;4;9399;0.000425577;-41.153;-73.42
FRUTILLAR;RapaNui;Rapa Nui;4;9399;0.000425577;-41.117;-73.1
LOS MUERMOS;RapaNui;Rapa Nui;4;9399;0.000425577;-41.391;-73.465
LLANQUIHUE;RapaNui;Rapa Nui;9;9399;0.000957549;-41.266;-73.012
PUERTO VARAS;RapaNui;Rapa Nui;7;9399;0.00074476;-41.323;-72.97
CASTRO;RapaNui;Rapa Nui;12;9399;0.001276732;-42.478;-73.779
ANCUD;RapaNui;Rapa Nui;4;9399;0.000425577;-41.877;-73.814
CURACO DE VÉLEZ;RapaNui;Rapa Nui;1;9399;0.000106394;-42.434;-73.582
DALCAHUE;RapaNui;Rapa Nui;4;9399;0.000425577;-42.374;-73.651
QUELLÓN;RapaNui;Rapa Nui;6;9399;0.000638366;-43.121;-73.608
QUEMCHI;RapaNui;Rapa Nui;1;9399;0.000106394;-42.142;-73.478
QUINCHAO;RapaNui;Rapa Nui;2;9399;0.000212789;-42.479;-73.497
OSORNO;RapaNui;Rapa Nui;30;9399;0.003191829;-40.574;-73.126
PUERTO OCTAY;RapaNui;Rapa Nui;2;9399;0.000212789;-40.967;-72.9
PURRANQUE;RapaNui;Rapa Nui;6;9399;0.000638366;-40.909;-73.175
PUYEHUE;RapaNui;Rapa Nui;8;9399;0.000851154;-40.717;-72.321
RÍO NEGRO;RapaNui;Rapa Nui;4;9399;0.000425577;-41.967;-72.45
SAN PABLO;RapaNui;Rapa Nui;3;9399;0.000319183;-40.4;-73.017
CHAITÉN;RapaNui;Rapa Nui;2;9399;0.000212789;-42.899;-72.667
PALENA;RapaNui;Rapa Nui;2;9399;0.000212789;-43.623;-71.804
COYHAIQUE;RapaNui;Rapa Nui;10;9399;0.001063943;-45.564;-72.065
AYSÉN;RapaNui;Rapa Nui;5;9399;0.000531971;-45.412;-72.698
CISNES;RapaNui;Rapa Nui;8;9399;0.000851154;-44.751;-72.697
GUAITECAS;RapaNui;Rapa Nui;1;9399;0.000106394;-43.884;-73.95
CHILE CHICO;RapaNui;Rapa Nui;1;9399;0.000106394;-46.55;-71.733
PUNTA ARENAS;RapaNui;Rapa Nui;29;9399;0.003085435;-53.148;-70.907
PORVENIR;RapaNui;Rapa Nui;7;9399;0.00074476;-53.298;-70.385
NATALES;RapaNui;Rapa Nui;18;9399;0.001915097;-51.733;-72.517
SANTIAGO;RapaNui;Rapa Nui;213;9399;0.022661985;-33.425;-70.566
CERRILLOS;RapaNui;Rapa Nui;29;9399;0.003085435;-34.533;-71.683
CERRO NAVIA;RapaNui;Rapa Nui;54;9399;0.005745292;-33.422;-70.735
CONCHALÍ;RapaNui;Rapa Nui;68;9399;0.007234812;-33.38;-70.675
EL BOSQUE;RapaNui;Rapa Nui;56;9399;0.005958081;-41.667;-73.317
ESTACIÓN CENTRAL;RapaNui;Rapa Nui;93;9399;0.00989467;-33.459;-70.699
HUECHURABA;RapaNui;Rapa Nui;25;9399;0.002659857;-33.368;-70.634
INDEPENDENCIA;RapaNui;Rapa Nui;29;9399;0.003085435;-33.413;-70.666
LA CISTERNA;RapaNui;Rapa Nui;43;9399;0.004574955;-33.529;-70.663
LA FLORIDA;RapaNui;Rapa Nui;137;9399;0.014576019;-33.525;-70.538
LA GRANJA;RapaNui;Rapa Nui;40;9399;0.004255772;-20.9;-69.617
LA PINTANA;RapaNui;Rapa Nui;65;9399;0.006915629;-33.583;-70.634
LA REINA;RapaNui;Rapa Nui;60;9399;0.006383658;-33.443;-70.532
LAS CONDES;RapaNui;Rapa Nui;86;9399;0.00914991;-33.4;-70.503
LO BARNECHEA;RapaNui;Rapa Nui;23;9399;0.002447069;-33.352;-70.336
LO ESPEJO;RapaNui;Rapa Nui;22;9399;0.002340675;-33.522;-70.687
LO PRADO;RapaNui;Rapa Nui;34;9399;0.003617406;-33.445;-70.726
MACUL;RapaNui;Rapa Nui;82;9399;0.008724332;-33.487;-70.604
MAIPÚ;RapaNui;Rapa Nui;214;9399;0.02276838;-33.49;-70.788
ÑUÑOA;RapaNui;Rapa Nui;125;9399;0.013299287;-33.454;-70.604
PEDRO AGUIRRE CERDA;RapaNui;Rapa Nui;70;9399;0.007447601;-33.583;-70.667
PEÑALOLÉN;RapaNui;Rapa Nui;130;9399;0.013831259;-33.482;-70.538
PROVIDENCIA;RapaNui;Rapa Nui;139;9399;0.014788807;-33.435;-70.616
PUDAHUEL;RapaNui;Rapa Nui;97;9399;0.010320247;-33.411;-70.836
QUILICURA;RapaNui;Rapa Nui;76;9399;0.008085967;-33.361;-70.729
QUINTA NORMAL;RapaNui;Rapa Nui;37;9399;0.003936589;-33.427;-70.699
RECOLETA;RapaNui;Rapa Nui;72;9399;0.007660389;-33.406;-70.64
RENCA;RapaNui;Rapa Nui;39;9399;0.004149378;-33.398;-70.723
SAN JOAQUÍN;RapaNui;Rapa Nui;45;9399;0.004787743;-33.491;-70.628
SAN MIGUEL;RapaNui;Rapa Nui;45;9399;0.004787743;-36.818;-71.966
SAN RAMÓN;RapaNui;Rapa Nui;37;9399;0.003936589;-25.351;-70.447
VITACURA;RapaNui;Rapa Nui;38;9399;0.004042983;-33.378;-70.562
PUENTE ALTO;RapaNui;Rapa Nui;213;9399;0.022661985;-33.616;-70.57
PIRQUE;RapaNui;Rapa Nui;10;9399;0.001063943;-33.65;-70.564
SAN JOSÉ DE MAIPO;RapaNui;Rapa Nui;9;9399;0.000957549;-33.644;-70.353
COLINA;RapaNui;Rapa Nui;49;9399;0.005213321;-33.194;-70.668
LAMPA;RapaNui;Rapa Nui;53;9399;0.005638898;-33.286;-70.878
TILTIL;RapaNui;Rapa Nui;12;9399;0.001276732;-33.085;-70.925
SAN BERNARDO;RapaNui;Rapa Nui;131;9399;0.013937653;-33.582;-70.687
BUIN;RapaNui;Rapa Nui;34;9399;0.003617406;-33.728;-70.739
CALERA DE TANGO;RapaNui;Rapa Nui;8;9399;0.000851154;-33.628;-70.785
PAINE;RapaNui;Rapa Nui;21;9399;0.00223428;-33.812;-70.723
MELIPILLA;RapaNui;Rapa Nui;36;9399;0.003830195;-33.689;-71.208
ALHUÉ;RapaNui;Rapa Nui;2;9399;0.000212789;-34.033;-71.1
CURACAVÍ;RapaNui;Rapa Nui;16;9399;0.001702309;-33.399;-71.137
MARÍA PINTO;RapaNui;Rapa Nui;4;9399;0.000425577;-33.515;-71.119
TALAGANTE;RapaNui;Rapa Nui;26;9399;0.002766252;-33.667;-70.931
EL MONTE;RapaNui;Rapa Nui;12;9399;0.001276732;-33.684;-71.017
ISLA DE MAIPO;RapaNui;Rapa Nui;4;9399;0.000425577;-33.754;-70.886
PADRE HURTADO;RapaNui;Rapa Nui;19;9399;0.002021492;-33.576;-70.8
PEÑAFLOR;RapaNui;Rapa Nui;30;9399;0.003191829;-36.233;-72.333
VALDIVIA;RapaNui;Rapa Nui;30;9399;0.003191829;-39.8;-73.233
CORRAL;RapaNui;Rapa Nui;3;9399;0.000319183;-39.867;-73.433
LANCO;RapaNui;Rapa Nui;12;9399;0.001276732;-39.447;-72.772
LOS LAGOS;RapaNui;Rapa Nui;4;9399;0.000425577;-41.92;-72.142
MARIQUINA;RapaNui;Rapa Nui;1;9399;0.000106394;-40.133;-72.333
PAILLACO;RapaNui;Rapa Nui;3;9399;0.000319183;-40.068;-72.883
PANGUIPULLI;RapaNui;Rapa Nui;3;9399;0.000319183;-39.642;-72.34
LA UNIÓN;RapaNui;Rapa Nui;8;9399;0.000851154;-40.292;-73.088
FUTRONO;RapaNui;Rapa Nui;2;9399;0.000212789;-40.131;-72.396
LAGO RANCO;RapaNui;Rapa Nui;1;9399;0.000106394;-40.317;-72.5
RÍO BUENO;RapaNui;Rapa Nui;8;9399;0.000851154;-40.338;-72.957
ARICA;RapaNui;Rapa Nui;38;9399;0.004042983;-18.455;-70.29
CHILLÁN;RapaNui;Rapa Nui;35;9399;0.0037238;-36.601;-72.109
BULNES;RapaNui;Rapa Nui;5;9399;0.000531971;-36.739;-72.292
CHILLÁN VIEJO;RapaNui;Rapa Nui;11;9399;0.001170337;-36.633;-72.14
EL CARMEN;RapaNui;Rapa Nui;6;9399;0.000638366;-36.9;-72.033
PEMUCO;RapaNui;Rapa Nui;1;9399;0.000106394;-36.978;-72.091
PINTO;RapaNui;Rapa Nui;10;9399;0.001063943;-36.7;-71.9
QUILLÓN;RapaNui;Rapa Nui;3;9399;0.000319183;-36.738;-72.469
SAN IGNACIO;RapaNui;Rapa Nui;4;9399;0.000425577;-36.8;-72.033
