Comunas;etnia;etnia2;frec;n;perc;lat;long
NATALES;Tehuelches;Otro;4;426;0.009389671;-51.733;-72.517
SANTIAGO;Tehuelches;Otro;10;426;0.023474178;-33.425;-70.566
CONCHALÍ;Tehuelches;Otro;1;426;0.002347418;-33.38;-70.675
EL BOSQUE;Tehuelches;Otro;2;426;0.004694836;-41.667;-73.317
ESTACIÓN CENTRAL;Tehuelches;Otro;2;426;0.004694836;-33.459;-70.699
INDEPENDENCIA;Tehuelches;Otro;1;426;0.002347418;-33.413;-70.666
LA FLORIDA;Tehuelches;Otro;6;426;0.014084507;-33.525;-70.538
LA GRANJA;Tehuelches;Otro;1;426;0.002347418;-20.9;-69.617
LA PINTANA;Tehuelches;Otro;3;426;0.007042254;-33.583;-70.634
LA REINA;Tehuelches;Otro;1;426;0.002347418;-33.443;-70.532
LAS CONDES;Tehuelches;Otro;6;426;0.014084507;-33.4;-70.503
LO PRADO;Tehuelches;Otro;1;426;0.002347418;-33.445;-70.726
MACUL;Tehuelches;Otro;2;426;0.004694836;-33.487;-70.604
MAIPÚ;Tehuelches;Otro;5;426;0.011737089;-33.49;-70.788
ÑUÑOA;Tehuelches;Otro;4;426;0.009389671;-33.454;-70.604
PEDRO AGUIRRE CERDA;Tehuelches;Otro;3;426;0.007042254;-33.583;-70.667
PEÑALOLÉN;Tehuelches;Otro;1;426;0.002347418;-33.482;-70.538
PROVIDENCIA;Tehuelches;Otro;4;426;0.009389671;-33.435;-70.616
PUDAHUEL;Tehuelches;Otro;4;426;0.009389671;-33.411;-70.836
RECOLETA;Tehuelches;Otro;1;426;0.002347418;-33.406;-70.64
SAN JOAQUÍN;Tehuelches;Otro;1;426;0.002347418;-33.491;-70.628
VITACURA;Tehuelches;Otro;2;426;0.004694836;-33.378;-70.562
PUENTE ALTO;Tehuelches;Otro;8;426;0.018779343;-33.616;-70.57
COLINA;Tehuelches;Otro;1;426;0.002347418;-33.194;-70.668
LAMPA;Tehuelches;Otro;2;426;0.004694836;-33.286;-70.878
SAN BERNARDO;Tehuelches;Otro;2;426;0.004694836;-33.582;-70.687
CURACAVÍ;Tehuelches;Otro;5;426;0.011737089;-33.399;-71.137
ISLA DE MAIPO;Tehuelches;Otro;1;426;0.002347418;-33.754;-70.886
PEÑAFLOR;Tehuelches;Otro;2;426;0.004694836;-36.233;-72.333
VALDIVIA;Tehuelches;Otro;6;426;0.014084507;-39.8;-73.233
PAILLACO;Tehuelches;Otro;3;426;0.007042254;-40.068;-72.883
LA UNIÓN;Tehuelches;Otro;1;426;0.002347418;-40.292;-73.088
FUTRONO;Tehuelches;Otro;1;426;0.002347418;-40.131;-72.396
ARICA;Tehuelches;Otro;1;426;0.002347418;-18.455;-70.29
CHILLÁN;Tehuelches;Otro;1;426;0.002347418;-36.601;-72.109
IQUIQUE;Mapuche;Mapuche;5749;1745147;0.003294278;-20.244;-70.139
ALTO HOSPICIO;Mapuche;Mapuche;5425;1745147;0.003108621;-20.257;-70.022
POZO ALMONTE;Mapuche;Mapuche;795;1745147;0.000455549;-20.291;-69.696
CAMIÑA;Mapuche;Mapuche;15;1745147;8.60E-06;-20.483;-69.367
COLCHANE;Mapuche;Mapuche;12;1745147;6.88E-06;-19.284;-68.675
HUARA;Mapuche;Mapuche;52;1745147;2.98E-05;-19.809;-69.972
PICA;Mapuche;Mapuche;407;1745147;0.000233218;-20.483;-69.378
ANTOFAGASTA;Mapuche;Mapuche;10265;1745147;0.005882026;-23.651;-70.395
MEJILLONES;Mapuche;Mapuche;618;1745147;0.000354125;-23.11;-70.456
SIERRA GORDA;Mapuche;Mapuche;490;1745147;0.000280779;-22.898;-69.323
TALTAL;Mapuche;Mapuche;360;1745147;0.000206286;-25.41;-70.489
CALAMA;Mapuche;Mapuche;4416;1745147;0.002530446;-22.474;-68.924
OLLAGÜE;Mapuche;Mapuche;5;1745147;2.87E-06;-21.233;-68.267
SAN PEDRO DE ATACAMA;Mapuche;Mapuche;341;1745147;0.000195399;-22.92;-68.21
TOCOPILLA;Mapuche;Mapuche;855;1745147;0.00048993;-22.082;-70.189
MARÍA ELENA;Mapuche;Mapuche;244;1745147;0.000139816;-22.317;-69.677
COPIAPÓ;Mapuche;Mapuche;5154;1745147;0.002953333;-27.375;-70.329
CALDERA;Mapuche;Mapuche;836;1745147;0.000479043;-27.066;-70.826
TIERRA AMARILLA;Mapuche;Mapuche;829;1745147;0.000475032;-27.473;-70.283
CHAÑARAL;Mapuche;Mapuche;417;1745147;0.000238948;-26.346;-70.624
DIEGO DE ALMAGRO;Mapuche;Mapuche;429;1745147;0.000245825;-26.39;-70.052
VALLENAR;Mapuche;Mapuche;844;1745147;0.000483627;-28.577;-70.77
ALTO DEL CARMEN;Mapuche;Mapuche;78;1745147;4.47E-05;-28.749;-70.491
FREIRINA;Mapuche;Mapuche;135;1745147;7.74E-05;-28.506;-71.076
HUASCO;Mapuche;Mapuche;340;1745147;0.000194826;-28.456;-71.186
LA SERENA;Mapuche;Mapuche;6842;1745147;0.003920587;-29.907;-71.247
COQUIMBO;Mapuche;Mapuche;7814;1745147;0.00447756;-29.971;-71.307
ANDACOLLO;Mapuche;Mapuche;257;1745147;0.000147266;-30.23;-71.086
LA HIGUERA;Mapuche;Mapuche;185;1745147;0.000106008;-29.5;-71.283
PAIGUANO;Mapuche;Mapuche;136;1745147;7.79E-05;-30.038;-70.507
VICUÑA;Mapuche;Mapuche;784;1745147;0.000449246;-30.019;-70.715
ILLAPEL;Mapuche;Mapuche;1197;1745147;0.000685902;-31.639;-71.179
CANELA;Mapuche;Mapuche;172;1745147;9.86E-05;-31.396;-71.419
LOS VILOS;Mapuche;Mapuche;865;1745147;0.00049566;-31.915;-71.506
SALAMANCA;Mapuche;Mapuche;1423;1745147;0.000815404;-31.78;-70.967
OVALLE;Mapuche;Mapuche;3382;1745147;0.001937946;-30.599;-71.189
COMBARBALÁ;Mapuche;Mapuche;527;1745147;0.00030198;-31.18;-71.004
MONTE PATRIA;Mapuche;Mapuche;863;1745147;0.000494514;-30.775;-70.943
PUNITAQUI;Mapuche;Mapuche;390;1745147;0.000223477;-30.833;-71.26
RÍO HURTADO;Mapuche;Mapuche;86;1745147;4.93E-05;-30.273;-70.667
VALPARAÍSO;Mapuche;Mapuche;16598;1745147;0.009510947;-33.05;-71.616
CASABLANCA;Mapuche;Mapuche;1504;1745147;0.000861819;-33.325;-71.41
CONCÓN;Mapuche;Mapuche;1811;1745147;0.001037735;-32.96;-71.469
JUAN FERNÁNDEZ;Mapuche;Mapuche;43;1745147;2.46E-05;-33.633;-78.867
PUCHUNCAVÍ;Mapuche;Mapuche;968;1745147;0.000554681;-32.748;-71.398
QUINTERO;Mapuche;Mapuche;1926;1745147;0.001103632;-32.845;-71.467
VIÑA DEL MAR;Mapuche;Mapuche;16564;1745147;0.009491464;-33.025;-71.515
ISLA DE PASCUA;Mapuche;Mapuche;339;1745147;0.000194253;-27.121;-109.366
LOS ANDES;Mapuche;Mapuche;2756;1745147;0.001579237;-32.837;-70.597
CALLE LARGA;Mapuche;Mapuche;654;1745147;0.000374754;-35.617;-71.683
RINCONADA;Mapuche;Mapuche;523;1745147;0.000299688;-19.883;-68.867
SAN ESTEBAN;Mapuche;Mapuche;804;1745147;0.000460706;-32.805;-70.581
LA LIGUA;Mapuche;Mapuche;1539;1745147;0.000881874;-34.583;-72
CABILDO;Mapuche;Mapuche;540;1745147;0.00030943;-32.409;-71.08
PAPUDO;Mapuche;Mapuche;395;1745147;0.000226342;-32.47;-71.381
PETORCA;Mapuche;Mapuche;369;1745147;0.000211444;-32.29;-70.95
ZAPALLAR;Mapuche;Mapuche;321;1745147;0.000183939;-32.568;-71.438
QUILLOTA;Mapuche;Mapuche;3737;1745147;0.002141367;-32.915;-71.264
CALERA;Mapuche;Mapuche;1870;1745147;0.001071543;-32.784;-71.204
HIJUELAS;Mapuche;Mapuche;602;1745147;0.000344957;-32.855;-71.094
LA CRUZ;Mapuche;Mapuche;721;1745147;0.000413146;-32.824;-71.244
NOGALES;Mapuche;Mapuche;886;1745147;0.000507694;-32.736;-71.208
SAN ANTONIO;Mapuche;Mapuche;7798;1745147;0.004468391;-27.867;-70.05
ALGARROBO;Mapuche;Mapuche;978;1745147;0.000560411;-30.503;-71.083
CARTAGENA;Mapuche;Mapuche;1795;1745147;0.001028567;-34.167;-71.75
EL QUISCO;Mapuche;Mapuche;1288;1745147;0.000738047;-33.409;-71.649
EL TABO;Mapuche;Mapuche;933;1745147;0.000534625;-33.48;-71.621
SANTO DOMINGO;Mapuche;Mapuche;619;1745147;0.000354698;-33.708;-71.63
SAN FELIPE;Mapuche;Mapuche;3106;1745147;0.001779793;-32.75;-70.713
CATEMU;Mapuche;Mapuche;557;1745147;0.000319171;-32.781;-70.969
LLAILLAY;Mapuche;Mapuche;1123;1745147;0.000643499;-32.844;-70.957
PANQUEHUE;Mapuche;Mapuche;277;1745147;0.000158726;-32.784;-70.837
PUTAENDO;Mapuche;Mapuche;916;1745147;0.000524884;-32.628;-70.716
SANTA MARÍA;Mapuche;Mapuche;733;1745147;0.000420022;-38.817;-71.667
QUILPUÉ;Mapuche;Mapuche;8217;1745147;0.004708486;-33.125;-71.241
LIMACHE;Mapuche;Mapuche;1924;1745147;0.001102486;-33.003;-71.261
OLMUÉ;Mapuche;Mapuche;779;1745147;0.000446381;-33.009;-71.17
VILLA ALEMANA;Mapuche;Mapuche;6076;1745147;0.003481655;-33.066;-71.329
RANCAGUA;Mapuche;Mapuche;16673;1745147;0.009553923;-34.162;-70.741
CODEGUA;Mapuche;Mapuche;724;1745147;0.000414865;-34.033;-70.667
COINCO;Mapuche;Mapuche;391;1745147;0.00022405;-34.273;-70.953
COLTAUCO;Mapuche;Mapuche;938;1745147;0.000537491;-34.297;-71.092
DOÑIHUE;Mapuche;Mapuche;1039;1745147;0.000595365;-34.185;-70.884
GRANEROS;Mapuche;Mapuche;2839;1745147;0.001626797;-34.063;-70.721
LAS CABRAS;Mapuche;Mapuche;1719;1745147;0.000985017;-34.285;-71.31
MACHALÍ;Mapuche;Mapuche;2877;1745147;0.001648572;-34.185;-70.662
MALLOA;Mapuche;Mapuche;714;1745147;0.000409135;-34.445;-70.945
MOSTAZAL;Mapuche;Mapuche;1543;1745147;0.000884166;-33.977;-70.709
OLIVAR;Mapuche;Mapuche;930;1745147;0.000532906;-34.214;-70.819
PEUMO;Mapuche;Mapuche;801;1745147;0.000458987;-34.389;-71.171
PICHIDEGUA;Mapuche;Mapuche;665;1745147;0.000381057;-34.357;-71.287
QUINTA DE TILCOCO;Mapuche;Mapuche;596;1745147;0.000341519;-34.357;-70.969
RENGO;Mapuche;Mapuche;3528;1745147;0.002021606;-34.402;-70.856
REQUÍNOA;Mapuche;Mapuche;2131;1745147;0.001221101;-34.283;-70.806
SAN VICENTE;Mapuche;Mapuche;2126;1745147;0.001218235;-34.083;-71.75
PICHILEMU;Mapuche;Mapuche;945;1745147;0.000541502;-34.402;-72.009
LA ESTRELLA;Mapuche;Mapuche;89;1745147;5.10E-05;-34.2;-71.667
LITUECHE;Mapuche;Mapuche;207;1745147;0.000118615;-34.119;-71.728
MARCHIHUE;Mapuche;Mapuche;258;1745147;0.000147839;-34.4;-71.633
NAVIDAD;Mapuche;Mapuche;283;1745147;0.000162164;-33.95;-71.833
PAREDONES;Mapuche;Mapuche;173;1745147;9.91E-05;-34.661;-71.894
SAN FERNANDO;Mapuche;Mapuche;3818;1745147;0.002187781;-34.584;-70.987
CHÉPICA;Mapuche;Mapuche;409;1745147;0.000234364;-34.733;-71.283
CHIMBARONGO;Mapuche;Mapuche;1562;1745147;0.000895054;-34.708;-71.042
LOLOL;Mapuche;Mapuche;149;1745147;8.54E-05;-34.731;-71.636
NANCAGUA;Mapuche;Mapuche;688;1745147;0.000394236;-34.649;-71.203
PALMILLA;Mapuche;Mapuche;566;1745147;0.000324328;-34.604;-71.358
PERALILLO;Mapuche;Mapuche;326;1745147;0.000186804;-34.483;-71.483
PLACILLA;Mapuche;Mapuche;445;1745147;0.000254993;-34.633;-71.117
PUMANQUE;Mapuche;Mapuche;99;1745147;5.67E-05;-34.605;-71.644
SANTA CRUZ;Mapuche;Mapuche;1285;1745147;0.000736328;-34.631;-71.359
TALCA;Mapuche;Mapuche;8195;1745147;0.004695879;-35.423;-71.657
CONSTITUCIÓN;Mapuche;Mapuche;2195;1745147;0.001257774;-35.339;-72.414
CUREPTO;Mapuche;Mapuche;546;1745147;0.000312868;-35.083;-72.017
EMPEDRADO;Mapuche;Mapuche;140;1745147;8.02E-05;-35.591;-72.273
MAULE;Mapuche;Mapuche;1986;1745147;0.001138013;-35.516;-71.572
PELARCO;Mapuche;Mapuche;214;1745147;0.000122626;-35.378;-71.445
PENCAHUE;Mapuche;Mapuche;151;1745147;8.65E-05;-35.391;-71.8
RÍO CLARO;Mapuche;Mapuche;622;1745147;0.000356417;-35.217;-71.25
SAN CLEMENTE;Mapuche;Mapuche;1634;1745147;0.000936311;-35.534;-71.486
SAN RAFAEL;Mapuche;Mapuche;445;1745147;0.000254993;-35.317;-71.533
CAUQUENES;Mapuche;Mapuche;1011;1745147;0.000579321;-35.964;-72.317
CHANCO;Mapuche;Mapuche;228;1745147;0.000130648;-35.729;-72.53
PELLUHUE;Mapuche;Mapuche;250;1745147;0.000143254;-35.814;-72.574
CURICÓ;Mapuche;Mapuche;8504;1745147;0.004872942;-34.976;-71.224
HUALAÑÉ;Mapuche;Mapuche;475;1745147;0.000272183;-34.983;-71.817
LICANTÉN;Mapuche;Mapuche;932;1745147;0.000534052;-34.983;-72
MOLINA;Mapuche;Mapuche;2643;1745147;0.001514486;-35.09;-71.279
RAUCO;Mapuche;Mapuche;390;1745147;0.000223477;-34.929;-71.311
ROMERAL;Mapuche;Mapuche;1115;1745147;0.000638915;-34.967;-71.133
SAGRADA FAMILIA;Mapuche;Mapuche;805;1745147;0.000461279;-35;-71.383
TENO;Mapuche;Mapuche;1393;1745147;0.000798214;-34.873;-71.162
VICHUQUÉN;Mapuche;Mapuche;511;1745147;0.000292812;-34.823;-72.035
LINARES;Mapuche;Mapuche;3530;1745147;0.002022752;-35.85;-71.585
COLBÚN;Mapuche;Mapuche;856;1745147;0.000490503;-35.7;-71.417
LONGAVÍ;Mapuche;Mapuche;1411;1745147;0.000808528;-35.966;-71.682
PARRAL;Mapuche;Mapuche;1179;1745147;0.000675588;-36.147;-71.822
RETIRO;Mapuche;Mapuche;528;1745147;0.000302553;-36.046;-71.759
SAN JAVIER;Mapuche;Mapuche;1397;1745147;0.000800506;-35.05;-71.467
VILLA ALEGRE;Mapuche;Mapuche;492;1745147;0.000281925;-35.665;-71.742
YERBAS BUENAS;Mapuche;Mapuche;636;1745147;0.000364439;-35.75;-71.583
CONCEPCIÓN;Mapuche;Mapuche;18135;1745147;0.010391675;-36.815;-73.029
CORONEL;Mapuche;Mapuche;12949;1745147;0.007420005;-36.982;-73.157
CHIGUAYANTE;Mapuche;Mapuche;7100;1745147;0.004068425;-36.909;-73.028
FLORIDA;Mapuche;Mapuche;406;1745147;0.000232645;-36.821;-72.662
HUALQUI;Mapuche;Mapuche;1782;1745147;0.001021117;-36.967;-72.933
LOTA;Mapuche;Mapuche;5005;1745147;0.002867953;-37.089;-73.155
PENCO;Mapuche;Mapuche;3999;1745147;0.002291498;-36.742;-72.998
SAN PEDRO DE LA PAZ;Mapuche;Mapuche;11871;1745147;0.006802292;-36.864;-73.108
SANTA JUANA;Mapuche;Mapuche;1208;1745147;0.000692205;-36.446;-72.352
TALCAHUANO;Mapuche;Mapuche;11458;1745147;0.006565636;-36.736;-73.105
TOMÉ;Mapuche;Mapuche;3292;1745147;0.001886374;-36.624;-72.95
HUALPÉN;Mapuche;Mapuche;7947;1745147;0.004553771;-36.789;-73.11
LEBU;Mapuche;Mapuche;6950;1745147;0.003982473;-37.606;-73.643
ARAUCO;Mapuche;Mapuche;5797;1745147;0.003321783;-37.257;-73.284
CAÑETE;Mapuche;Mapuche;11968;1745147;0.006857875;-35.283;-72.233
CONTULMO;Mapuche;Mapuche;1749;1745147;0.001002208;-38.005;-73.225
CURANILAHUE;Mapuche;Mapuche;4509;1745147;0.002583736;-37.472;-73.348
LOS ÁLAMOS;Mapuche;Mapuche;5564;1745147;0.00318827;-37.621;-73.456
TIRÚA;Mapuche;Mapuche;7272;1745147;0.004166984;-38.339;-73.484
LOS ÁNGELES;Mapuche;Mapuche;11481;1745147;0.006578815;-36.944;-72.351
ANTUCO;Mapuche;Mapuche;260;1745147;0.000148985;-37.327;-71.678
CABRERO;Mapuche;Mapuche;1557;1745147;0.000892188;-37.039;-72.399
LAJA;Mapuche;Mapuche;1579;1745147;0.000904795;-37.267;-72.7
MULCHÉN;Mapuche;Mapuche;3298;1745147;0.001889812;-37.715;-72.239
NACIMIENTO;Mapuche;Mapuche;1522;1745147;0.000872133;-37.501;-72.676
NEGRETE;Mapuche;Mapuche;748;1745147;0.000428617;-37.583;-72.517
QUILACO;Mapuche;Mapuche;434;1745147;0.00024869;-37.68;-72.007
QUILLECO;Mapuche;Mapuche;398;1745147;0.000228061;-37.467;-71.967
SAN ROSENDO;Mapuche;Mapuche;140;1745147;8.02E-05;-37.258;-72.716
SANTA BÁRBARA;Mapuche;Mapuche;1881;1745147;0.001077846;-37.663;-72.018
TUCAPEL;Mapuche;Mapuche;593;1745147;0.000339799;-37.633;-73.333
YUMBEL;Mapuche;Mapuche;942;1745147;0.000539783;-37.096;-72.556
ALTO BIOBÍO;Mapuche;Mapuche;4930;1745147;0.002824977;-33.619;-70.591
TEMUCO;Mapuche;Mapuche;66293;1745147;0.037987058;-38.727;-72.599
CARAHUE;Mapuche;Mapuche;9842;1745147;0.00563964;-38.707;-73.16
CUNCO;Mapuche;Mapuche;5297;1745147;0.003035274;-38.93;-72.027
CURARREHUE;Mapuche;Mapuche;4882;1745147;0.002797472;-39.359;-71.588
FREIRE;Mapuche;Mapuche;13146;1745147;0.00753289;-38.954;-72.622
GALVARINO;Mapuche;Mapuche;8211;1745147;0.004705048;-38.4;-72.783
GORBEA;Mapuche;Mapuche;2611;1745147;0.001496149;-39.095;-72.672
LAUTARO;Mapuche;Mapuche;14220;1745147;0.008148311;-38.529;-72.427
LONCOCHE;Mapuche;Mapuche;7644;1745147;0.004380147;-39.354;-72.628
MELIPEUCO;Mapuche;Mapuche;3155;1745147;0.001807871;-38.843;-71.687
NUEVA IMPERIAL;Mapuche;Mapuche;18023;1745147;0.010327497;-38.745;-72.95
PADRE LAS CASAS;Mapuche;Mapuche;36655;1745147;0.021003961;-38.766;-72.593
PERQUENCO;Mapuche;Mapuche;3471;1745147;0.001988944;-38.417;-72.383
PITRUFQUÉN;Mapuche;Mapuche;8215;1745147;0.00470734;-38.983;-72.643
PUCÓN;Mapuche;Mapuche;7689;1745147;0.004405933;-39.282;-71.954
SAAVEDRA;Mapuche;Mapuche;9827;1745147;0.005631044;-38.783;-73.4
TEODORO SCHMIDT;Mapuche;Mapuche;7880;1745147;0.004515379;-38.967;-73.05
TOLTÉN;Mapuche;Mapuche;4118;1745147;0.002359687;-39.217;-73.217
VILCÚN;Mapuche;Mapuche;9673;1745147;0.0055428;-38.65;-72.233
VILLARRICA;Mapuche;Mapuche;14528;1745147;0.0083248;-39.28;-72.218
CHOLCHOL;Mapuche;Mapuche;8649;1745147;0.004956029;-38.6;-72.85
ANGOL;Mapuche;Mapuche;6484;1745147;0.003715446;-37.803;-72.702
COLLIPULLI;Mapuche;Mapuche;6411;1745147;0.003673616;-37.953;-72.432
CURACAUTÍN;Mapuche;Mapuche;2332;1745147;0.001336277;-38.432;-71.89
ERCILLA;Mapuche;Mapuche;3957;1745147;0.002267431;-38.05;-72.383
LONQUIMAY;Mapuche;Mapuche;5518;1745147;0.003161911;-38.433;-71.233
LOS SAUCES;Mapuche;Mapuche;2076;1745147;0.001189585;-37.967;-72.833
LUMACO;Mapuche;Mapuche;4293;1745147;0.002459965;-38.163;-72.904
PURÉN;Mapuche;Mapuche;3203;1745147;0.001835375;-38.022;-73.07
RENAICO;Mapuche;Mapuche;1199;1745147;0.000687048;-37.667;-72.583
TRAIGUÉN;Mapuche;Mapuche;5534;1745147;0.00317108;-38.248;-72.675
VICTORIA;Mapuche;Mapuche;9138;1745147;0.005236235;-38.23;-72.343
PUERTO MONTT;Mapuche;Mapuche;50247;1745147;0.028792417;-41.454;-72.993
CALBUCO;Mapuche;Mapuche;9760;1745147;0.005592652;-41.758;-73.151
COCHAMÓ;Mapuche;Mapuche;584;1745147;0.000334642;-41.5;-72.317
FRESIA;Mapuche;Mapuche;2791;1745147;0.001599292;-41.153;-73.42
FRUTILLAR;Mapuche;Mapuche;4479;1745147;0.002566546;-41.117;-73.1
LOS MUERMOS;Mapuche;Mapuche;2630;1745147;0.001507036;-41.391;-73.465
LLANQUIHUE;Mapuche;Mapuche;5134;1745147;0.002941873;-41.266;-73.012
MAULLÍN;Mapuche;Mapuche;2994;1745147;0.001715615;-41.618;-73.598
PUERTO VARAS;Mapuche;Mapuche;7916;1745147;0.004536008;-41.323;-72.97
CASTRO;Mapuche;Mapuche;11880;1745147;0.006807449;-42.478;-73.779
ANCUD;Mapuche;Mapuche;10392;1745147;0.005954799;-41.877;-73.814
CHONCHI;Mapuche;Mapuche;5529;1745147;0.003168214;-42.626;-73.781
CURACO DE VÉLEZ;Mapuche;Mapuche;1157;1745147;0.000662981;-42.434;-73.582
DALCAHUE;Mapuche;Mapuche;3718;1745147;0.00213048;-42.374;-73.651
PUQUELDÓN;Mapuche;Mapuche;1231;1745147;0.000705385;-42.604;-73.684
QUEILÉN;Mapuche;Mapuche;2736;1745147;0.001567776;-42.874;-73.47
QUELLÓN;Mapuche;Mapuche;12854;1745147;0.007365569;-43.121;-73.608
QUEMCHI;Mapuche;Mapuche;3016;1745147;0.001728221;-42.142;-73.478
QUINCHAO;Mapuche;Mapuche;3908;1745147;0.002239353;-42.479;-73.497
OSORNO;Mapuche;Mapuche;45866;1745147;0.026282027;-40.574;-73.126
PUERTO OCTAY;Mapuche;Mapuche;2875;1745147;0.001647426;-40.967;-72.9
PURRANQUE;Mapuche;Mapuche;5470;1745147;0.003134406;-40.909;-73.175
PUYEHUE;Mapuche;Mapuche;3768;1745147;0.00215913;-40.717;-72.321
RÍO NEGRO;Mapuche;Mapuche;4767;1745147;0.002731575;-41.967;-72.45
SAN JUAN DE LA COSTA;Mapuche;Mapuche;5796;1745147;0.00332121;-40.501;-73.392
SAN PABLO;Mapuche;Mapuche;4198;1745147;0.002405528;-40.4;-73.017
CHAITÉN;Mapuche;Mapuche;1300;1745147;0.000744923;-42.899;-72.667
FUTALEUFÚ;Mapuche;Mapuche;466;1745147;0.000267026;-43.168;-71.848
HUALAIHUÉ;Mapuche;Mapuche;3040;1745147;0.001741974;-41.992;-72.667
PALENA;Mapuche;Mapuche;323;1745147;0.000185085;-43.623;-71.804
COYHAIQUE;Mapuche;Mapuche;14062;1745147;0.008057774;-45.564;-72.065
LAGO VERDE;Mapuche;Mapuche;222;1745147;0.00012721;-44.219;-71.839
AYSÉN;Mapuche;Mapuche;7776;1745147;0.004455785;-45.412;-72.698
CISNES;Mapuche;Mapuche;1947;1745147;0.001115665;-44.751;-72.697
GUAITECAS;Mapuche;Mapuche;901;1745147;0.000516289;-43.884;-73.95
COCHRANE;Mapuche;Mapuche;632;1745147;0.000362147;-47.267;-72.55
O'HIGGINS;Mapuche;Mapuche;161;1745147;9.23E-05;-48.8;-73.183
TORTEL;Mapuche;Mapuche;186;1745147;0.000106581;-47.781;-73.512
CHILE CHICO;Mapuche;Mapuche;1089;1745147;0.000624016;-46.55;-71.733
RÍO IBÁÑEZ;Mapuche;Mapuche;715;1745147;0.000409708;-46.255;-71.95
PUNTA ARENAS;Mapuche;Mapuche;26450;1745147;0.015156316;-53.148;-70.907
LAGUNA BLANCA;Mapuche;Mapuche;63;1745147;3.61E-05;-52.267;-71.183
RÍO VERDE;Mapuche;Mapuche;138;1745147;7.91E-05;-52.628;-71.477
SAN GREGORIO;Mapuche;Mapuche;142;1745147;8.14E-05;-52.567;-70.067
CABO DE HORNOS;Mapuche;Mapuche;309;1745147;0.000177062;-54.947;-67.607
ANTÁRTICA;Mapuche;Mapuche;12;1745147;6.88E-06;-55;-67.5
PORVENIR;Mapuche;Mapuche;1687;1745147;0.000966681;-53.298;-70.385
PRIMAVERA;Mapuche;Mapuche;244;1745147;0.000139816;-52.886;-69.353
TIMAUKEL;Mapuche;Mapuche;74;1745147;4.24E-05;-53.672;-69.71
NATALES;Mapuche;Mapuche;5898;1745147;0.003379658;-51.733;-72.517
TORRES DEL PAINE;Mapuche;Mapuche;154;1745147;8.82E-05;-50.982;-72.499
SANTIAGO;Mapuche;Mapuche;23947;1745147;0.013722053;-33.425;-70.566
CERRILLOS;Mapuche;Mapuche;8201;1745147;0.004699318;-34.533;-71.683
CERRO NAVIA;Mapuche;Mapuche;19380;1745147;0.011105082;-33.422;-70.735
CONCHALÍ;Mapuche;Mapuche;11400;1745147;0.006532401;-33.38;-70.675
EL BOSQUE;Mapuche;Mapuche;17759;1745147;0.01017622;-41.667;-73.317
ESTACIÓN CENTRAL;Mapuche;Mapuche;13246;1745147;0.007590192;-33.459;-70.699
HUECHURABA;Mapuche;Mapuche;8553;1745147;0.00490102;-33.368;-70.634
INDEPENDENCIA;Mapuche;Mapuche;5258;1745147;0.003012927;-33.413;-70.666
LA CISTERNA;Mapuche;Mapuche;6907;1745147;0.003957833;-33.529;-70.663
LA FLORIDA;Mapuche;Mapuche;34020;1745147;0.01949406;-33.525;-70.538
LA GRANJA;Mapuche;Mapuche;13250;1745147;0.007592484;-20.9;-69.617
LA PINTANA;Mapuche;Mapuche;25935;1745147;0.014861212;-33.583;-70.634
LA REINA;Mapuche;Mapuche;4726;1745147;0.002708081;-33.443;-70.532
LAS CONDES;Mapuche;Mapuche;6331;1745147;0.003627775;-33.4;-70.503
LO BARNECHEA;Mapuche;Mapuche;4108;1745147;0.002353956;-33.352;-70.336
LO ESPEJO;Mapuche;Mapuche;10265;1745147;0.005882026;-33.522;-70.687
LO PRADO;Mapuche;Mapuche;12058;1745147;0.006909447;-33.445;-70.726
MACUL;Mapuche;Mapuche;10229;1745147;0.005861397;-33.487;-70.604
MAIPÚ;Mapuche;Mapuche;47458;1745147;0.027194271;-33.49;-70.788
ÑUÑOA;Mapuche;Mapuche;11397;1745147;0.006530682;-33.454;-70.604
PEDRO AGUIRRE CERDA;Mapuche;Mapuche;9362;1745147;0.005364591;-33.583;-70.667
PEÑALOLÉN;Mapuche;Mapuche;27955;1745147;0.016018708;-33.482;-70.538
PROVIDENCIA;Mapuche;Mapuche;4993;1745147;0.002861077;-33.435;-70.616
PUDAHUEL;Mapuche;Mapuche;26306;1745147;0.015073802;-33.411;-70.836
QUILICURA;Mapuche;Mapuche;20708;1745147;0.011866049;-33.361;-70.729
QUINTA NORMAL;Mapuche;Mapuche;9542;1745147;0.005467734;-33.427;-70.699
RECOLETA;Mapuche;Mapuche;12837;1745147;0.007355827;-33.406;-70.64
RENCA;Mapuche;Mapuche;18271;1745147;0.010469605;-33.398;-70.723
SAN JOAQUÍN;Mapuche;Mapuche;8563;1745147;0.00490675;-33.491;-70.628
SAN MIGUEL;Mapuche;Mapuche;6972;1745147;0.003995079;-36.818;-71.966
SAN RAMÓN;Mapuche;Mapuche;10077;1745147;0.005774299;-25.351;-70.447
VITACURA;Mapuche;Mapuche;1287;1745147;0.000737474;-33.378;-70.562
PUENTE ALTO;Mapuche;Mapuche;57667;1745147;0.033044208;-33.616;-70.57
PIRQUE;Mapuche;Mapuche;1516;1745147;0.000868695;-33.65;-70.564
